interacting_pair,interacting_cell,id,valueResponders,valueNonresponders,RatioRespondersVsNonresponders,LogRatioRespondersVsNonresponders
COL9A2_a2b1 complex,Tumor_1.Tumor_2,COL9A2_a2b1 complex-Tumor_1.Tumor_2,0.947,0.1,9.47,0.976349979
COL16A1_a2b1 complex,Tumor_1.Tumor_2,COL16A1_a2b1 complex-Tumor_1.Tumor_2,0.58,1.661,0.349187237,-0.456941639
COL14A1_a2b1 complex,Tumor_1.Tumor_2,COL14A1_a2b1 complex-Tumor_1.Tumor_2,0.57,0.1,5.7,0.755874856
EPHA4_EFNB1,Tumor_1.Tumor_2,EPHA4_EFNB1-Tumor_1.Tumor_2,0.473,1.242,0.380837359,-0.419260455
DSG2_DSC3,Tumor_1.Tumor_2,DSG2_DSC3-Tumor_1.Tumor_2,3.145,7.31,0.430232558,-0.366296727
FN1_a2b1 complex,Tumor_1.Tumor_2,FN1_a2b1 complex-Tumor_1.Tumor_2,0.568,0.1,5.68,0.754348336
COL4A2_a2b1 complex,Tumor_1.Tumor_2,COL4A2_a2b1 complex-Tumor_1.Tumor_2,0.617,1.687,0.365737996,-0.436829919
LAMC1_a2b1 complex,Tumor_1.Tumor_2,LAMC1_a2b1 complex-Tumor_1.Tumor_2,0.437,1.461,0.299110198,-0.524168779
COL4A1_a2b1 complex,Tumor_1.Tumor_2,COL4A1_a2b1 complex-Tumor_1.Tumor_2,0.443,1.613,0.274643521,-0.561230641
EPHB6_EFNB1,Tumor_1.Tumor_2,EPHB6_EFNB1-Tumor_1.Tumor_2,0.54,1.015,0.532019704,-0.274072282
EGFR_TGFA,Tumor_1.Tumor_2,EGFR_TGFA-Tumor_1.Tumor_2,0.393,0.455,0.863736264,-0.063618846
COL18A1_a2b1 complex,Tumor_1.Tumor_2,COL18A1_a2b1 complex-Tumor_1.Tumor_2,1.501,1.918,0.782586027,-0.106467911
BMPR1A_BMPR2_BMP2,Tumor_1.Tumor_2,BMPR1A_BMPR2_BMP2-Tumor_1.Tumor_2,0.459,0.1,4.59,0.661812686
CSPG4_a3b1 complex,Tumor_1.Tumor_2,CSPG4_a3b1 complex-Tumor_1.Tumor_2,0.624,0.596,1.046979866,0.01993833
EFNA1_EPHA2,Tumor_1.Tumor_2,EFNA1_EPHA2-Tumor_1.Tumor_2,2.388,4.174,0.572113081,-0.242518122
EPHB6_EFNB2,Tumor_1.Tumor_2,EPHB6_EFNB2-Tumor_1.Tumor_2,0.873,0.501,1.74251497,0.241176518
THBS1_a3b1 complex,Tumor_1.Tumor_2,THBS1_a3b1 complex-Tumor_1.Tumor_2,1.016,2.526,0.402216944,-0.395539638
FN1_a3b1 complex,Tumor_1.Tumor_2,FN1_a3b1 complex-Tumor_1.Tumor_2,0.566,0.1,5.66,0.752816431
EGFR_HBEGF,Tumor_1.Tumor_2,EGFR_HBEGF-Tumor_1.Tumor_2,1.809,2.456,0.736563518,-0.132789796
EGFR_AREG,Tumor_1.Tumor_2,EGFR_AREG-Tumor_1.Tumor_2,4.119,2.278,1.808165057,0.257238072
JAG1_NOTCH3,Tumor_1.Tumor_2,JAG1_NOTCH3-Tumor_1.Tumor_2,0.661,0.961,0.687825182,-0.162521928
EGFR_MIF,Tumor_1.Tumor_2,EGFR_MIF-Tumor_1.Tumor_2,6.065,0.1,60.65,1.782830805
LAMC1_a6b1 complex,Tumor_1.Tumor_2,LAMC1_a6b1 complex-Tumor_1.Tumor_2,0.849,1.843,0.460661964,-0.336617645
NRP2_SEMA3C,Tumor_1.Tumor_2,NRP2_SEMA3C-Tumor_1.Tumor_2,0.637,1.395,0.456630824,-0.340434775
JAG1_NOTCH2,Tumor_1.Tumor_2,JAG1_NOTCH2-Tumor_1.Tumor_2,0.708,1.067,0.663542643,-0.178131162
PLXNB1_SEMA4D,Tumor_1.pDCs,PLXNB1_SEMA4D-Tumor_1.pDCs,0.348,0.1,3.48,0.541579244
PTN_PTPRS,Tumor_1.pDCs,PTN_PTPRS-Tumor_1.pDCs,0.888,0.1,8.88,0.948412966
PLXNB2_SEMA4D,Tumor_1.pDCs,PLXNB2_SEMA4D-Tumor_1.pDCs,0.475,0.1,4.75,0.67669361
NRP1_VEGFB,Tumor_1.pDCs,NRP1_VEGFB-Tumor_1.pDCs,0.645,0.1,6.45,0.809559715
MDK_SORL1,Tumor_1.pDCs,MDK_SORL1-Tumor_1.pDCs,3.147,1.334,2.359070465,0.372740913
COPA_P2RY6,Tumor_1.pDCs,COPA_P2RY6-Tumor_1.pDCs,2.557,3.583,0.713647781,-0.14651608
EGFR_AREG,Tumor_1.pDCs,EGFR_AREG-Tumor_1.pDCs,2.152,0.1,21.52,1.332842267
NAMPT_P2RY6,Tumor_1.pDCs,NAMPT_P2RY6-Tumor_1.pDCs,2.816,4.135,0.681015719,-0.166842863
EGFR_GRN,Tumor_1.pDCs,EGFR_GRN-Tumor_1.pDCs,2.431,2.543,0.95595753,-0.019561401
NRP2_SEMA3C,Tumor_1.pDCs,NRP2_SEMA3C-Tumor_1.pDCs,0.802,1.043,0.768935762,-0.11410994
EGFR_COPA,Tumor_1.pDCs,EGFR_COPA-Tumor_1.pDCs,0.982,0.886,1.108352144,0.044677766
JAG1_NOTCH2,Tumor_1.pDCs,JAG1_NOTCH2-Tumor_1.pDCs,0.84,0.947,0.887011616,-0.052070693
TNFRSF1A_GRN,Tumor_1.pDCs,TNFRSF1A_GRN-Tumor_1.pDCs,2.49,2.606,0.955487337,-0.019775064
PLAUR_a4b1 complex,Tumor_2.B_cells,PLAUR_a4b1 complex-Tumor_2.B_cells,5.537,6.667,0.830508475,-0.080655932
EGFR_GRN,Tumor_2.B_cells,EGFR_GRN-Tumor_2.B_cells,0.743,0.1,7.43,0.870988814
LTBR_LTB,Tumor_2.B_cells,LTBR_LTB-Tumor_2.B_cells,3.694,3.517,1.050326983,0.021324523
EGFR_COPA,Tumor_2.B_cells,EGFR_COPA-Tumor_2.B_cells,0.721,0.577,1.249566724,0.096759452
CD55_ADGRE5,Tumor_2.B_cells,CD55_ADGRE5-Tumor_2.B_cells,4.638,4.094,1.132877382,0.054182906
MIF_TNFRSF14,Tumor_2.B_cells,MIF_TNFRSF14-Tumor_2.B_cells,6.307,0.1,63.07,1.799822831
COL17A1_a11b1 complex,Tumor_2.CAFs,COL17A1_a11b1 complex-Tumor_2.CAFs,3.095,0.1,30.95,1.490660653
FZD6_WNT5A,Tumor_2.CAFs,FZD6_WNT5A-Tumor_2.CAFs,0.503,1.481,0.339635381,-0.468987073
COL27A1_a11b1 complex,Tumor_2.CAFs,COL27A1_a11b1 complex-Tumor_2.CAFs,0.502,0.1,5.02,0.700703717
ADRB2_VEGFB,Tumor_2.CAFs,ADRB2_VEGFB-Tumor_2.CAFs,0.605,0.1,6.05,0.781755375
EDN2_EDNRA,Tumor_2.CAFs,EDN2_EDNRA-Tumor_2.CAFs,2.576,0.1,25.76,1.410945859
COL17A1_a1b1 complex,Tumor_2.CAFs,COL17A1_a1b1 complex-Tumor_2.CAFs,2.99,1.129,2.648361382,0.422977246
COL27A1_a1b1 complex,Tumor_2.CAFs,COL27A1_a1b1 complex-Tumor_2.CAFs,0.397,0.41,0.968292683,-0.01399335
IL6 receptor_IL6,Tumor_2.CAFs,IL6 receptor_IL6-Tumor_2.CAFs,1.733,2.791,0.6209244,-0.206961274
CXADR_FAM3C,Tumor_2.CAFs,CXADR_FAM3C-Tumor_2.CAFs,2.032,2.308,0.880415945,-0.055312101
JAG1_NOTCH3,Tumor_2.CAFs,JAG1_NOTCH3-Tumor_2.CAFs,0.501,1.789,0.280044718,-0.552772615
EGFR_GRN,Tumor_2.CAFs,EGFR_GRN-Tumor_2.CAFs,1.275,1.202,1.060732113,0.025605717
NRP2_SEMA3C,Tumor_2.CAFs,NRP2_SEMA3C-Tumor_2.CAFs,0.326,0.1,3.26,0.5132176
EGFR_COPA,Tumor_2.CAFs,EGFR_COPA-Tumor_2.CAFs,0.829,0.569,1.456942004,0.163442264
JAG1_NOTCH2,Tumor_2.CAFs,JAG1_NOTCH2-Tumor_2.CAFs,0.636,2.095,0.303579952,-0.517726912
LAMP1_FAM3C,Tumor_2.CAFs,LAMP1_FAM3C-Tumor_2.CAFs,1.31,1.099,1.191992721,0.076273603
MIF_TNFRSF14,Tumor_2.CAFs,MIF_TNFRSF14-Tumor_2.CAFs,5.953,0.1,59.53,1.774735883
TNFRSF10A_TNFSF10,Tumor_2.CD4_T_cells,TNFRSF10A_TNFSF10-Tumor_2.CD4_T_cells,0.657,0.952,0.69012605,-0.161071579
IGFL1_IGFLR1,Tumor_2.CD4_T_cells,IGFL1_IGFLR1-Tumor_2.CD4_T_cells,1.131,0.1,11.31,1.053462605
EGFR_TGFB1,Tumor_2.CD4_T_cells,EGFR_TGFB1-Tumor_2.CD4_T_cells,2.163,1.6,1.351875,0.130936537
PLAUR_a4b1 complex,Tumor_2.CD4_T_cells,PLAUR_a4b1 complex-Tumor_2.CD4_T_cells,5.331,6.627,0.804436397,-0.094508288
TFRC_TNFSF13B,Tumor_2.CD4_T_cells,TFRC_TNFSF13B-Tumor_2.CD4_T_cells,0.808,0.1,8.08,0.907411361
LTBR_LTB,Tumor_2.CD4_T_cells,LTBR_LTB-Tumor_2.CD4_T_cells,3.114,3.616,0.861172566,-0.064909814
EGFR_COPA,Tumor_2.CD4_T_cells,EGFR_COPA-Tumor_2.CD4_T_cells,0.903,0.628,1.437898089,0.157728107
MIF_TNFRSF14,Tumor_2.CD4_T_cells,MIF_TNFRSF14-Tumor_2.CD4_T_cells,6.271,0.1,62.71,1.797336801
CDH1_KLRG1,Tumor_2.CD8_act_T_cells,CDH1_KLRG1-Tumor_2.CD8_act_T_cells,0.99,1.572,0.629770992,-0.200817347
F11R_aLb2 complex,Tumor_2.CD8_act_T_cells,F11R_aLb2 complex-Tumor_2.CD8_act_T_cells,0.522,1.068,0.488764045,-0.31090075
CDH1_aEb7 complex,Tumor_2.CD8_act_T_cells,CDH1_aEb7 complex-Tumor_2.CD8_act_T_cells,0.863,1.418,0.608603667,-0.215665435
EGFR_TGFB1,Tumor_2.CD8_act_T_cells,EGFR_TGFB1-Tumor_2.CD8_act_T_cells,2.166,1.348,1.606824926,0.20596856
EGFR_AREG,Tumor_2.CD8_act_T_cells,EGFR_AREG-Tumor_2.CD8_act_T_cells,1.461,1.048,1.394083969,0.144288933
PLAUR_a4b1 complex,Tumor_2.CD8_act_T_cells,PLAUR_a4b1 complex-Tumor_2.CD8_act_T_cells,5.277,7.093,0.743972931,-0.128442866
LTBR_LTB,Tumor_2.CD8_act_T_cells,LTBR_LTB-Tumor_2.CD8_act_T_cells,2.334,0.1,23.34,1.368100852
CD55_ADGRE5,Tumor_2.CD8_act_T_cells,CD55_ADGRE5-Tumor_2.CD8_act_T_cells,3.957,4.434,0.892422192,-0.049429639
MIF_TNFRSF14,Tumor_2.CD8_act_T_cells,MIF_TNFRSF14-Tumor_2.CD8_act_T_cells,6.421,0.1,64.21,1.80760267
ADORA2B_ENTPD1,Tumor_2.CD8_ex_T_cells,ADORA2B_ENTPD1-Tumor_2.CD8_ex_T_cells,1.695,1.45,1.168965517,0.0678017
TNFRSF10A_TNFSF10,Tumor_2.CD8_ex_T_cells,TNFRSF10A_TNFSF10-Tumor_2.CD8_ex_T_cells,0.701,1.016,0.68996063,-0.16117569
F11R_aLb2 complex,Tumor_2.CD8_ex_T_cells,F11R_aLb2 complex-Tumor_2.CD8_ex_T_cells,0.719,0.926,0.776457883,-0.109882096
IGFL1_IGFLR1,Tumor_2.CD8_ex_T_cells,IGFL1_IGFLR1-Tumor_2.CD8_ex_T_cells,1.989,0.1,19.89,1.298634783
EGFR_TGFB1,Tumor_2.CD8_ex_T_cells,EGFR_TGFB1-Tumor_2.CD8_ex_T_cells,3.099,1.868,1.658993576,0.219844704
EGFR_MIF,Tumor_2.CD8_ex_T_cells,EGFR_MIF-Tumor_2.CD8_ex_T_cells,3.943,0.1,39.43,1.595826777
PLAUR_a4b1 complex,Tumor_2.CD8_ex_T_cells,PLAUR_a4b1 complex-Tumor_2.CD8_ex_T_cells,5.403,7.14,0.756722689,-0.121063244
EGFR_COPA,Tumor_2.CD8_ex_T_cells,EGFR_COPA-Tumor_2.CD8_ex_T_cells,0.899,0.715,1.257342657,0.09945365
CD55_ADGRE5,Tumor_2.CD8_ex_T_cells,CD55_ADGRE5-Tumor_2.CD8_ex_T_cells,3.27,3.804,0.859621451,-0.065692756
MIF_TNFRSF14,Tumor_2.CD8_ex_T_cells,MIF_TNFRSF14-Tumor_2.CD8_ex_T_cells,6.152,0.1,61.52,1.789016327
FGFR3_EPHA4,Tumor_2.CD8_mem_T_cells,FGFR3_EPHA4-Tumor_2.CD8_mem_T_cells,0.423,0.1,4.23,0.626340367
TNFRSF10A_TNFSF10,Tumor_2.CD8_mem_T_cells,TNFRSF10A_TNFSF10-Tumor_2.CD8_mem_T_cells,0.712,0.817,0.871481028,-0.059742063
EFNB2_EPHA4,Tumor_2.CD8_mem_T_cells,EFNB2_EPHA4-Tumor_2.CD8_mem_T_cells,0.809,0.1,8.09,0.907948522
EFNA1_EPHA4,Tumor_2.CD8_mem_T_cells,EFNA1_EPHA4-Tumor_2.CD8_mem_T_cells,1.456,0.1,14.56,1.163161375
CDH1_aEb7 complex,Tumor_2.CD8_mem_T_cells,CDH1_aEb7 complex-Tumor_2.CD8_mem_T_cells,0.824,0.1,8.24,0.915927212
EGFR_TGFB1,Tumor_2.CD8_mem_T_cells,EGFR_TGFB1-Tumor_2.CD8_mem_T_cells,3.965,2.093,1.894409938,0.277473963
PLAUR_a4b1 complex,Tumor_2.CD8_mem_T_cells,PLAUR_a4b1 complex-Tumor_2.CD8_mem_T_cells,5.539,7.038,0.787013356,-0.104017897
EGFR_COPA,Tumor_2.CD8_mem_T_cells,EGFR_COPA-Tumor_2.CD8_mem_T_cells,0.917,0.687,1.334788937,0.125412599
CD55_ADGRE5,Tumor_2.CD8_mem_T_cells,CD55_ADGRE5-Tumor_2.CD8_mem_T_cells,3.138,3.899,0.804821749,-0.094300296
MIF_TNFRSF14,Tumor_2.CD8_mem_T_cells,MIF_TNFRSF14-Tumor_2.CD8_mem_T_cells,6.151,0.1,61.51,1.788945727
NRG1_NETO2,Tumor_2.DCs,NRG1_NETO2-Tumor_2.DCs,0.907,0.1,9.07,0.957607287
DSG1_DSC2,Tumor_2.DCs,DSG1_DSC2-Tumor_2.DCs,1.44,0.1,14.4,1.158362492
TSLP_TSLPR,Tumor_2.DCs,TSLP_TSLPR-Tumor_2.DCs,1.763,0.1,17.63,1.246252312
DSC2_DSG2,Tumor_2.DCs,DSC2_DSG2-Tumor_2.DCs,0.721,0.1,7.21,0.857935265
EGFR_TGFA,Tumor_2.DCs,EGFR_TGFA-Tumor_2.DCs,0.662,0.461,1.436008677,0.157157064
IGFL1_IGFLR1,Tumor_2.DCs,IGFL1_IGFLR1-Tumor_2.DCs,1.246,0.1,12.46,1.095518042
CXADR_FAM3C,Tumor_2.DCs,CXADR_FAM3C-Tumor_2.DCs,1.396,1.845,0.756639566,-0.121110952
PLAUR_a4b1 complex,Tumor_2.DCs,PLAUR_a4b1 complex-Tumor_2.DCs,5.366,6.651,0.806795971,-0.093236279
TFRC_TNFSF13B,Tumor_2.DCs,TFRC_TNFSF13B-Tumor_2.DCs,5.332,3.88,1.374226804,0.138058415
EGFR_GRN,Tumor_2.DCs,EGFR_GRN-Tumor_2.DCs,1.758,1.229,1.430431245,0.155466988
EGFR_COPA,Tumor_2.DCs,EGFR_COPA-Tumor_2.DCs,0.684,0.528,1.295454545,0.112422179
TNFRSF1A_GRN,Tumor_2.DCs,TNFRSF1A_GRN-Tumor_2.DCs,1.639,1.383,1.185104845,0.073756773
MIF_TNFRSF14,Tumor_2.DCs,MIF_TNFRSF14-Tumor_2.DCs,6.622,0.1,66.22,1.820989176
NOTCH1_DLL4,Tumor_2.Endothelial,NOTCH1_DLL4-Tumor_2.Endothelial,1.31,0.923,1.41928494,0.152069595
NRG1_a6b4 complex,Tumor_2.Endothelial,NRG1_a6b4 complex-Tumor_2.Endothelial,0.919,0.1,9.19,0.963315511
CCL2_ACKR1,Tumor_2.Endothelial,CCL2_ACKR1-Tumor_2.Endothelial,4.189,0.1,41.89,1.62211036
ADORA2B_ENTPD1,Tumor_2.Endothelial,ADORA2B_ENTPD1-Tumor_2.Endothelial,0.564,0.776,0.726804124,-0.138582617
TNFRSF10A_TNFSF10,Tumor_2.Endothelial,TNFRSF10A_TNFSF10-Tumor_2.Endothelial,1.046,1.494,0.700133869,-0.154818913
SEMA4A_PLXND1,Tumor_2.Endothelial,SEMA4A_PLXND1-Tumor_2.Endothelial,0.617,0.1,6.17,0.790285164
NOTCH2_DLL4,Tumor_2.Endothelial,NOTCH2_DLL4-Tumor_2.Endothelial,1.297,0.858,1.511655012,0.179452688
TNFSF10_TNFRSF10D,Tumor_2.Endothelial,TNFSF10_TNFRSF10D-Tumor_2.Endothelial,1.938,1.576,1.229695431,0.08979756
NOTCH1_JAG1,Tumor_2.Endothelial,NOTCH1_JAG1-Tumor_2.Endothelial,0.506,1.155,0.438095238,-0.358431467
EPHB6_EFNB2,Tumor_2.Endothelial,EPHB6_EFNB2-Tumor_2.Endothelial,0.526,0.1,5.26,0.720985744
EGFR_HBEGF,Tumor_2.Endothelial,EGFR_HBEGF-Tumor_2.Endothelial,0.768,1.187,0.647009267,-0.189089499
MIF_TNFRSF10D,Tumor_2.Endothelial,MIF_TNFRSF10D-Tumor_2.Endothelial,7.466,0.1,74.66,1.873087986
CD44_SELE,Tumor_2.Endothelial,CD44_SELE-Tumor_2.Endothelial,8,5.109,1.565864161,0.194754084
CXADR_FAM3C,Tumor_2.Endothelial,CXADR_FAM3C-Tumor_2.Endothelial,1.604,2.006,0.799601196,-0.097126565
LAMC1_a6b1 complex,Tumor_2.Endothelial,LAMC1_a6b1 complex-Tumor_2.Endothelial,1.078,1.561,0.69058296,-0.160784142
EGFR_GRN,Tumor_2.Endothelial,EGFR_GRN-Tumor_2.Endothelial,0.948,1.377,0.688453159,-0.162125603
EGFR_COPA,Tumor_2.Endothelial,EGFR_COPA-Tumor_2.Endothelial,0.876,0.584,1.5,0.176091259
MIF_TNFRSF14,Tumor_2.Endothelial,MIF_TNFRSF14-Tumor_2.Endothelial,6.218,0.1,62.18,1.793650718
IL1 receptor_IL1A,Tumor_2.Macrophages,IL1 receptor_IL1A-Tumor_2.Macrophages,0.808,3.287,0.245816854,-0.609388343
NRG1_MS4A4A,Tumor_2.Macrophages,NRG1_MS4A4A-Tumor_2.Macrophages,0.765,0.1,7.65,0.883661435
IL1 receptor inhibitor_IL1A,Tumor_2.Macrophages,IL1 receptor inhibitor_IL1A-Tumor_2.Macrophages,0.808,3.287,0.245816854,-0.609388343
IL1 receptor_IL1B,Tumor_2.Macrophages,IL1 receptor_IL1B-Tumor_2.Macrophages,24.526,42.113,0.582385487,-0.234789456
IL1 receptor inhibitor_IL1RN,Tumor_2.Macrophages,IL1 receptor inhibitor_IL1RN-Tumor_2.Macrophages,4.447,10.395,0.427801828,-0.368757364
IL1 receptor_IL1RN,Tumor_2.Macrophages,IL1 receptor_IL1RN-Tumor_2.Macrophages,4.447,10.395,0.427801828,-0.368757364
IL1 receptor inhibitor_IL1B,Tumor_2.Macrophages,IL1 receptor inhibitor_IL1B-Tumor_2.Macrophages,24.526,42.113,0.582385487,-0.234789456
TSLP_TSLPR,Tumor_2.Macrophages,TSLP_TSLPR-Tumor_2.Macrophages,0.43,0.1,4.3,0.633468456
PGRMC2_CCL4L2,Tumor_2.Macrophages,PGRMC2_CCL4L2-Tumor_2.Macrophages,2.189,0.1,21.89,1.340245762
IL18 receptor_IL18,Tumor_2.Macrophages,IL18 receptor_IL18-Tumor_2.Macrophages,0.942,0.1,9.42,0.974050903
ANXA1_FPR1,Tumor_2.Macrophages,ANXA1_FPR1-Tumor_2.Macrophages,16.116,38.994,0.413294353,-0.383740529
ANXA1_FPR3,Tumor_2.Macrophages,ANXA1_FPR3-Tumor_2.Macrophages,15.933,39.007,0.408465147,-0.388844994
IGFL1_IGFLR1,Tumor_2.Macrophages,IGFL1_IGFLR1-Tumor_2.Macrophages,1.108,0.1,11.08,1.04453976
EGFR_HBEGF,Tumor_2.Macrophages,EGFR_HBEGF-Tumor_2.Macrophages,1.002,0.638,1.570532915,0.196047043
CXADR_FAM3C,Tumor_2.Macrophages,CXADR_FAM3C-Tumor_2.Macrophages,1.398,0.1,13.98,1.145507171
EGFR_AREG,Tumor_2.Macrophages,EGFR_AREG-Tumor_2.Macrophages,3.385,1.536,2.203776042,0.343167457
NRP2_VEGFA,Tumor_2.Macrophages,NRP2_VEGFA-Tumor_2.Macrophages,0.911,1.159,0.786022433,-0.104565059
EGFR_MIF,Tumor_2.Macrophages,EGFR_MIF-Tumor_2.Macrophages,5.169,4.057,1.274094158,0.105201524
PLAUR_a4b1 complex,Tumor_2.Macrophages,PLAUR_a4b1 complex-Tumor_2.Macrophages,4.778,0.1,47.78,1.679246145
EGFR_GRN,Tumor_2.Macrophages,EGFR_GRN-Tumor_2.Macrophages,1.924,1.849,1.040562466,0.017268157
HLA-G_LILRB2,Tumor_2.Macrophages,HLA-G_LILRB2-Tumor_2.Macrophages,0.834,0.1,8.34,0.921166051
EGFR_COPA,Tumor_2.Macrophages,EGFR_COPA-Tumor_2.Macrophages,0.808,0.577,1.40034662,0.146235548
JAG1_NOTCH2,Tumor_2.Macrophages,JAG1_NOTCH2-Tumor_2.Macrophages,0.723,2.522,0.28667724,-0.542606785
TNFRSF1A_GRN,Tumor_2.Macrophages,TNFRSF1A_GRN-Tumor_2.Macrophages,1.806,2.003,0.901647529,-0.044963203
MIF_TNFRSF14,Tumor_2.Macrophages,MIF_TNFRSF14-Tumor_2.Macrophages,6.141,0.1,61.41,1.788239097
NRG1_NETO2,Tumor_2.Melanocytes,NRG1_NETO2-Tumor_2.Melanocytes,0.743,0.1,7.43,0.870988814
NOTCH1_NOV,Tumor_2.Melanocytes,NOTCH1_NOV-Tumor_2.Melanocytes,2.736,1.63,1.678527607,0.224928489
ADRB2_VEGFB,Tumor_2.Melanocytes,ADRB2_VEGFB-Tumor_2.Melanocytes,0.54,0.1,5.4,0.73239376
EPHB6_EFNB2,Tumor_2.Melanocytes,EPHB6_EFNB2-Tumor_2.Melanocytes,0.464,0.1,4.64,0.666517981
CXADR_FAM3C,Tumor_2.Melanocytes,CXADR_FAM3C-Tumor_2.Melanocytes,1.593,2.168,0.734778598,-0.133843502
EGFR_MIF,Tumor_2.Melanocytes,EGFR_MIF-Tumor_2.Melanocytes,9.348,5.573,1.677373049,0.224629661
LAMC1_a6b1 complex,Tumor_2.Melanocytes,LAMC1_a6b1 complex-Tumor_2.Melanocytes,0.494,0.1,4.94,0.693726949
GRN_SORT1,Tumor_2.Melanocytes,GRN_SORT1-Tumor_2.Melanocytes,0.893,0.1,8.93,0.950851459
EGFR_GRN,Tumor_2.Melanocytes,EGFR_GRN-Tumor_2.Melanocytes,1.997,0.1,19.97,1.300378065
NRP2_SEMA3C,Tumor_2.Melanocytes,NRP2_SEMA3C-Tumor_2.Melanocytes,1.198,1.709,0.700994734,-0.154285245
EGFR_COPA,Tumor_2.Melanocytes,EGFR_COPA-Tumor_2.Melanocytes,0.647,0.704,0.919034091,-0.036668378
TNFRSF1A_GRN,Tumor_2.Melanocytes,TNFRSF1A_GRN-Tumor_2.Melanocytes,1.879,0.1,18.79,1.27392678
MIF_TNFRSF14,Tumor_2.Melanocytes,MIF_TNFRSF14-Tumor_2.Melanocytes,6.622,0.1,66.22,1.820989176
EDN2_EDNRA,Tumor_2.Myofibroblasts,EDN2_EDNRA-Tumor_2.Myofibroblasts,3.256,0.1,32.56,1.512684396
LAMC1_a7b1 complex,Tumor_2.Myofibroblasts,LAMC1_a7b1 complex-Tumor_2.Myofibroblasts,0.959,0.729,1.315500686,0.119091079
COL17A1_a1b1 complex,Tumor_2.Myofibroblasts,COL17A1_a1b1 complex-Tumor_2.Myofibroblasts,3.453,2.091,1.651362984,0.217842546
COL27A1_a1b1 complex,Tumor_2.Myofibroblasts,COL27A1_a1b1 complex-Tumor_2.Myofibroblasts,0.859,1.372,0.626093294,-0.203360948
NOTCH1_JAG1,Tumor_2.Myofibroblasts,NOTCH1_JAG1-Tumor_2.Myofibroblasts,1.373,1.653,0.83061101,-0.080602316
NRP2_PGF,Tumor_2.Myofibroblasts,NRP2_PGF-Tumor_2.Myofibroblasts,0.392,0.1,3.92,0.593286067
EGFR_HBEGF,Tumor_2.Myofibroblasts,EGFR_HBEGF-Tumor_2.Myofibroblasts,0.782,0.1,7.82,0.893206753
COL18A1_a1b1 complex,Tumor_2.Myofibroblasts,COL18A1_a1b1 complex-Tumor_2.Myofibroblasts,0.918,1.418,0.647390691,-0.18883355
IL6 receptor_IL6,Tumor_2.Myofibroblasts,IL6 receptor_IL6-Tumor_2.Myofibroblasts,2.003,2.061,0.971858321,-0.012397042
CXADR_FAM3C,Tumor_2.Myofibroblasts,CXADR_FAM3C-Tumor_2.Myofibroblasts,1.466,2.086,0.702780441,-0.153180334
JAG1_NOTCH3,Tumor_2.Myofibroblasts,JAG1_NOTCH3-Tumor_2.Myofibroblasts,3.162,3.419,0.924831822,-0.033937235
GRN_SORT1,Tumor_2.Myofibroblasts,GRN_SORT1-Tumor_2.Myofibroblasts,0.914,0.1,9.14,0.960946196
EGFR_GRN,Tumor_2.Myofibroblasts,EGFR_GRN-Tumor_2.Myofibroblasts,0.924,1.077,0.857938719,-0.066543732
EGFR_COPA,Tumor_2.Myofibroblasts,EGFR_COPA-Tumor_2.Myofibroblasts,0.74,0.646,1.145510836,0.058999202
CD46_JAG1,Tumor_2.Myofibroblasts,CD46_JAG1-Tumor_2.Myofibroblasts,1.363,2.11,0.645971564,-0.189786599
MIF_TNFRSF14,Tumor_2.Myofibroblasts,MIF_TNFRSF14-Tumor_2.Myofibroblasts,6.02,0.1,60.2,1.779596491
TNFRSF10A_TNFSF10,Tumor_2.NK_cells,TNFRSF10A_TNFSF10-Tumor_2.NK_cells,1.108,1.165,0.951072961,-0.021786165
NOTCH1_JAG1,Tumor_2.NK_cells,NOTCH1_JAG1-Tumor_2.NK_cells,0.498,0.1,4.98,0.697229343
EGFR_TGFB1,Tumor_2.NK_cells,EGFR_TGFB1-Tumor_2.NK_cells,2.468,3.744,0.659188034,-0.180990685
EGFR_AREG,Tumor_2.NK_cells,EGFR_AREG-Tumor_2.NK_cells,4.198,2.527,1.661258409,0.220437192
FAS_FASLG,Tumor_2.NK_cells,FAS_FASLG-Tumor_2.NK_cells,1.858,0.1,18.58,1.26904571
EGFR_MIF,Tumor_2.NK_cells,EGFR_MIF-Tumor_2.NK_cells,4.032,0.1,40.32,1.605520523
PLAUR_a4b1 complex,Tumor_2.NK_cells,PLAUR_a4b1 complex-Tumor_2.NK_cells,5.857,7.388,0.792772063,-0.100851663
TNFRSF1A_FASLG,Tumor_2.NK_cells,TNFRSF1A_FASLG-Tumor_2.NK_cells,1.998,1.505,1.327574751,0.123058984
EGFR_COPA,Tumor_2.NK_cells,EGFR_COPA-Tumor_2.NK_cells,0.839,0.781,1.074263764,0.031110927
CD55_ADGRE5,Tumor_2.NK_cells,CD55_ADGRE5-Tumor_2.NK_cells,6.185,5.057,1.223057149,0.08744675
MIF_TNFRSF14,Tumor_2.NK_cells,MIF_TNFRSF14-Tumor_2.NK_cells,6.136,0.1,61.36,1.787885351
IGFL1_IGFLR1,Tumor_2.Plasma_cells,IGFL1_IGFLR1-Tumor_2.Plasma_cells,1.071,0.1,10.71,1.029789471
